,Id,Number_of_dependents__c,Disability_Rating__c,days_seek_services,length_of_service,"Highest_Level_of_Education_Completed__c__2 Year Degree (AA, AS, etc.)","Highest_Level_of_Education_Completed__c__4 Year Degree (BA, BS, etc.)","Highest_Level_of_Education_Completed__c__Doctorate (PhD, MD, etc.)",Highest_Level_of_Education_Completed__c__High School/GED,"Highest_Level_of_Education_Completed__c__Post-Graduate Degree (MA, MS, JD, etc.)",Service_Branch__c__Air Force,Service_Branch__c__Army,Service_Branch__c__Coast Guard,Service_Branch__c__Marines,Service_Branch__c__Navy,Gender__c__Female,Gender__c__Male,complete_survey
21886,0033800002ZB2GdAAL,0.0,0,2777.0,1460.0,1,0,0,0,0,1,0,0,0,0,0,1,0
21887,0033800002ZB2MRAA1,0.0,0,0.0,7713.0,0,1,0,0,0,0,0,0,1,0,0,1,0
21890,0033800002ZB2Y8AAL,0.0,0,0.0,1927.0,0,1,0,0,0,0,1,0,0,0,1,0,0
21891,0033800002ZB2Z1AAL,0.0,0,0.0,7346.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21892,0033800002ZB2xbAAD,0.0,0,0.0,7758.0,0,0,0,1,0,0,0,0,0,1,0,1,0
21893,0033800002ZB38tAAD,0.0,0,0.0,5844.0,0,0,0,0,1,0,1,0,0,0,1,0,0
21894,0033800002ZB3CbAAL,0.0,0,87.0,1281.0,0,0,0,1,0,0,0,0,1,0,0,1,0
21897,0033800002ZB3VRAA1,0.0,0,0.0,2036.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21898,0033800002ZB3ikAAD,0.0,0,0.0,2740.0,0,0,0,0,1,0,1,0,0,0,1,0,1
21901,0033800002ZB40PAAT,0.0,0,0.0,8271.0,0,1,0,0,0,0,0,0,0,1,0,1,0
21902,0033800002ZB46SAAT,0.0,0,0.0,3970.0,0,1,0,0,0,0,1,0,0,0,0,1,0
21904,0033800002ZB4NEAA1,0.0,0,0.0,1919.0,0,1,0,0,0,0,1,0,0,0,1,0,0
21911,0033800002ZB5lsAAD,0.0,0,4321.0,1158.0,0,1,0,0,0,1,0,0,0,0,0,1,0
21916,0033800002ZB68qAAD,0.0,0,0.0,10574.0,1,0,0,0,0,0,1,0,0,0,0,1,1
21918,0033800002ZB6BVAA1,0.0,0,0.0,7693.0,0,1,0,0,0,0,0,1,0,0,0,1,0
21919,0033800002ZB6E6AAL,0.0,0,0.0,7325.0,0,0,0,0,1,1,0,0,0,0,0,1,1
21922,0033800002ZB6O6AAL,0.0,0,1838.0,2325.0,0,0,0,1,0,0,1,0,0,0,1,0,0
21924,0033800002ZB6WtAAL,0.0,0,6496.0,2311.0,0,0,0,1,0,0,1,0,0,0,1,0,0
21927,0033800002ZB6WxAAL,0.0,0,0.0,2189.0,0,1,0,0,0,0,1,0,0,0,0,1,0
21928,0033800002ZB6dFAAT,0.0,0,0.0,8414.0,1,0,0,0,0,0,1,0,0,0,0,1,1
21929,0033800002ZB6gsAAD,0.0,0,0.0,7323.0,1,0,0,0,0,1,0,0,0,0,0,1,0
21934,0033800002ZB75LAAT,0.0,0,5830.0,3998.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21935,0033800002ZB7n6AAD,0.0,0,1029.0,2373.0,0,1,0,0,0,0,1,0,0,0,0,1,0
21936,0033800002ZB7n7AAD,0.0,0,0.0,9508.0,0,1,0,0,0,0,1,0,0,0,0,1,0
21939,0033800002ZB855AAD,0.0,0,0.0,817.0,0,1,0,0,0,0,1,0,0,0,0,1,0
21941,0033800002ZB8L8AAL,0.0,50,4183.0,7564.0,0,1,0,0,0,0,0,0,1,0,0,1,0
21945,0033800002ZB8urAAD,0.0,0,3168.0,6554.0,0,1,0,0,0,0,1,0,0,0,0,1,0
21946,0033800002ZB956AAD,0.0,0,1080.0,1651.0,0,0,0,1,0,1,0,0,0,0,1,0,0
21950,0033800002ZB9DFAA1,0.0,0,874.0,11195.0,0,0,0,0,1,0,1,0,0,0,0,1,1
21951,0033800002ZB9QcAAL,0.0,0,0.0,2324.0,1,0,0,0,0,0,1,0,0,0,0,1,0
21956,0033800002ZB9ynAAD,0.0,0,0.0,1213.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21963,0033800002ZBB03AAH,0.0,0,6582.0,2951.0,0,0,0,0,1,0,0,0,0,1,0,1,0
21965,0033800002ZBB1VAAX,0.0,0,138.0,1375.0,1,0,0,0,0,0,1,0,0,0,1,0,0
21967,0033800002ZBB3CAAX,0.0,0,850.0,3265.0,0,0,0,1,0,0,0,0,0,1,1,0,0
21968,0033800002ZBB3bAAH,0.0,0,0.0,6207.0,0,0,0,0,1,0,1,0,0,0,0,1,1
21975,0033800002ZBBVfAAP,0.0,0,1073.0,4148.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21976,0033800002ZBBXWAA5,0.0,0,384.0,1826.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21977,0033800002ZBBkiAAH,0.0,0,0.0,4747.0,0,0,0,1,0,0,1,0,0,0,0,1,0
21981,0033800002ZBC6UAAX,0.0,0,1588.0,1457.0,0,1,0,0,0,0,0,0,0,1,0,1,0
21983,0033800002ZBC9dAAH,0.0,60,130.0,1241.0,0,0,0,1,0,1,0,0,0,0,0,1,0
21985,0033800002ZBCFRAA5,0.0,100,3330.0,7335.0,0,0,0,0,1,0,1,0,0,0,0,1,0
21986,0033800002ZBCYsAAP,0.0,0,0.0,7307.0,0,1,0,0,0,0,1,0,0,0,0,1,1
21988,0033800002ZBCqJAAX,0.0,0,4690.0,2955.0,0,1,0,0,0,0,0,0,1,0,1,0,0
21990,0033800002ZBCqLAAX,0.0,0,0.0,1600.0,0,0,0,1,0,1,0,0,0,0,0,1,1
21994,0033800002ZBCqPAAX,0.0,30,379.0,1765.0,0,1,0,0,0,0,1,0,0,0,0,1,1
21995,0033800002ZBCqQAAX,0.0,70,265.0,7663.0,1,0,0,0,0,0,1,0,0,0,0,1,0
21997,0033800002ZBCqTAAX,0.0,0,0.0,7318.0,0,1,0,0,0,0,1,0,0,0,0,1,1
21998,0033800002ZBCqUAAX,0.0,0,0.0,1900.0,0,1,0,0,0,0,1,0,0,0,1,0,0
22002,0033800002ZBCqZAAX,0.0,0,0.0,5751.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22003,0033800002ZBCqaAAH,0.0,0,0.0,6631.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22004,0033800002ZBCqbAAH,0.0,0,0.0,8624.0,0,1,0,0,0,0,1,0,0,0,0,1,1
22005,0033800002ZBCqcAAH,0.0,0,0.0,7171.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22006,0033800002ZBCqdAAH,0.0,0,0.0,2161.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22007,0033800002ZBCqeAAH,0.0,70,727.0,1227.0,0,0,0,0,1,0,1,0,0,0,0,1,1
22008,0033800002ZBCqfAAH,0.0,0,0.0,1048.0,0,0,0,1,0,0,1,0,0,0,1,0,0
22009,0033800002ZBCqgAAH,0.0,0,0.0,1264.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22012,0033800002ZBCqjAAH,0.0,0,1371.0,2373.0,0,1,0,0,0,1,0,0,0,0,1,0,1
22013,0033800002ZBCqkAAH,0.0,0,0.0,1857.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22015,0033800002ZBCqmAAH,0.0,0,3981.0,1095.0,0,1,0,0,0,0,1,0,0,0,1,0,0
22016,0033800002ZBCqnAAH,0.0,0,1899.0,1461.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22017,0033800002ZBCqoAAH,0.0,0,2721.0,2679.0,0,1,0,0,0,0,0,0,0,1,0,1,0
22018,0033800002ZBCqpAAH,0.0,90,439.0,9496.0,0,1,0,0,0,0,1,0,0,0,0,1,1
22019,0033800002ZBCqqAAH,0.0,0,0.0,4413.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22020,0033800002ZBCqrAAH,0.0,0,0.0,1920.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22021,0033800002ZBCqsAAH,0.0,0,1839.0,912.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22022,0033800002ZBCqtAAH,0.0,0,279.0,1346.0,0,0,0,0,1,0,0,0,0,1,0,1,1
22023,0033800002ZBCquAAH,0.0,0,42.0,7305.0,1,0,0,0,0,0,0,0,0,1,0,1,0
22024,0033800002ZBCqvAAH,0.0,10,1078.0,1643.0,0,0,0,1,0,0,1,0,0,0,1,0,1
22025,0033800002ZBCqwAAH,0.0,0,1172.0,7305.0,0,0,0,1,0,0,1,0,0,0,1,0,0
22026,0033800002ZBCqxAAH,0.0,0,290.0,9861.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22028,0033800002ZBCqzAAH,0.0,0,2460.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22029,0033800002ZBCr0AAH,0.0,0,0.0,10247.0,0,0,0,0,1,0,0,0,1,0,0,1,1
22031,0033800002ZBCr2AAH,0.0,0,0.0,8769.0,0,0,0,0,1,0,0,0,1,0,0,1,1
22032,0033800002ZBCr3AAH,0.0,0,0.0,5084.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22033,0033800002ZBCr4AAH,0.0,0,168.0,4748.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22035,0033800002ZBCr6AAH,0.0,0,0.0,2862.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22036,0033800002ZBCr7AAH,0.0,0,0.0,8684.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22038,0033800002ZBCr9AAH,0.0,0,0.0,1282.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22039,0033800002ZBCrAAAX,0.0,10,410.0,2816.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22040,0033800002ZBCrBAAX,0.0,0,0.0,8058.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22042,0033800002ZBCrEAAX,0.0,0,304.0,579.0,0,0,0,1,0,0,0,0,1,0,1,0,1
22046,0033800002ZBCuKAAX,0.0,40,1483.0,8556.0,0,1,0,0,0,0,0,0,0,1,0,1,1
22048,0033800002ZBD0TAAX,0.0,0,178.0,1613.0,1,0,0,0,0,0,0,0,0,1,1,0,0
22052,0033800002ZBDUOAA5,0.0,0,0.0,9496.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22057,0033800002ZBDYzAAP,0.0,0,0.0,8783.0,0,0,0,0,1,1,0,0,0,0,1,0,0
22058,0033800002ZBE7kAAH,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22059,0033800002ZBEG8AAP,0.0,0,0.0,7332.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22060,0033800002ZBEHaAAP,0.0,0,3545.0,7614.0,0,1,0,0,0,0,0,0,0,1,0,1,1
22061,0033800002ZBEOHAA5,0.0,0,0.0,1241.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22065,0033800002ZBEbaAAH,0.0,0,0.0,1753.0,0,0,0,1,0,1,0,0,0,0,0,1,0
22066,0033800002ZBEcEAAX,0.0,80,401.0,1460.0,0,1,0,0,0,0,1,0,0,0,0,1,1
22068,0033800002ZBEcnAAH,0.0,0,4618.0,7492.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22071,0033800002ZBFI6AAP,0.0,0,81.0,11090.0,0,0,0,0,1,1,0,0,0,0,0,1,1
22079,0033800002ZBFdvAAH,0.0,100,3248.0,7405.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22081,0033800002ZBFrZAAX,0.0,0,2910.0,248.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22082,0033800002ZBFwyAAH,0.0,0,0.0,7288.0,0,1,0,0,0,0,1,0,0,0,1,0,1
22083,0033800002ZBG2IAAX,0.0,0,52.0,5585.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22086,0033800002ZBGI1AAP,0.0,0,0.0,7714.0,0,0,0,0,1,0,1,0,0,0,1,0,0
22087,0033800002ZBGI6AAP,0.0,0,0.0,10257.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22089,0033800002ZBGLPAA5,0.0,0,6963.0,4218.0,0,0,0,0,1,0,0,0,0,1,0,1,0
22093,0033800002ZBGisAAH,0.0,0,0.0,3265.0,0,0,0,1,0,0,1,0,0,0,1,0,0
22094,0033800002ZBGpeAAH,0.0,0,2798.0,1460.0,0,1,0,0,0,0,0,0,1,0,0,1,1
22095,0033800002ZBGq3AAH,0.0,70,270.0,1461.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22097,0033800002ZBGyRAAX,0.0,0,481.0,2813.0,1,0,0,0,0,0,1,0,0,0,1,0,0
22109,0033800002ZBIC0AAP,0.0,100,480.0,9520.0,0,1,0,0,0,0,0,0,0,1,0,1,0
22111,0033800002ZBIC2AAP,0.0,0,1096.0,1979.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22114,0033800002ZBIC5AAP,0.0,70,1787.0,1461.0,0,0,0,1,0,0,0,0,1,0,0,1,1
22117,0033800002ZBICNAA5,0.0,0,0.0,8636.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22121,0033800002ZBITxAAP,0.0,0,0.0,7311.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22123,0033800002ZBIWhAAP,0.0,0,9053.0,1461.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22124,0033800002ZBIayAAH,0.0,0,142.0,10264.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22127,0033800002ZBIctAAH,0.0,0,464.0,9455.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22129,0033800002ZBIcvAAH,0.0,0,228.0,5478.0,1,0,0,0,0,1,0,0,0,0,0,1,0
22133,0033800002ZBIczAAH,0.0,0,0.0,9876.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22134,0033800002ZBId0AAH,0.0,0,0.0,6239.0,0,0,0,0,1,0,1,0,0,0,1,0,0
22135,0033800002ZBId1AAH,0.0,0,0.0,9503.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22144,0033800002ZBIfWAAX,0.0,0,0.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22148,0033800002ZBJgzAAH,0.0,0,415.0,9937.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22150,0033800002ZBK3JAAX,0.0,0,104.0,1332.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22160,0033800002ZBKgGAAX,0.0,100,0.0,1125.0,0,0,0,1,0,0,0,0,1,0,1,0,0
22161,0033800002ZBKojAAH,0.0,0,1207.0,5890.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22163,0033800002ZBLUzAAP,0.0,0,0.0,3936.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22166,0033800002ZBLmPAAX,0.0,0,0.0,9666.0,0,0,1,0,0,0,1,0,0,0,0,1,0
22167,0033800002ZBLtxAAH,0.0,0,226.0,588.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22171,0033800002ZBMLwAAP,0.0,0,0.0,2134.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22172,0033800002ZBMVIAA5,0.0,0,5349.0,2405.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22173,0033800002ZBMaIAAX,0.0,30,2364.0,9218.0,0,1,0,0,0,0,0,0,0,1,0,1,1
22176,0033800002ZBMnWAAX,0.0,0,0.0,2640.0,1,0,0,0,0,0,0,0,0,1,0,1,0
22180,0033800002ZBMu8AAH,0.0,0,0.0,5109.0,0,0,0,1,0,0,0,0,1,0,0,1,1
22184,0033800002ZBNETAA5,0.0,0,0.0,8442.0,1,0,0,0,0,1,0,0,0,0,0,1,0
22189,0033800002ZBO3LAAX,0.0,0,0.0,2196.0,1,0,0,0,0,0,1,0,0,0,1,0,0
22190,0033800002ZBO4OAAX,0.0,0,0.0,6900.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22191,0033800002ZBO6AAAX,0.0,0,0.0,7331.0,1,0,0,0,0,0,0,0,0,1,0,1,0
22192,0033800002ZBO6tAAH,0.0,0,0.0,6729.0,0,0,0,0,1,0,1,0,0,0,0,1,1
22193,0033800002ZBO6uAAH,0.0,0,0.0,5478.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22194,0033800002ZBO6vAAH,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22195,0033800002ZBO6wAAH,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22196,0033800002ZBO6xAAH,0.0,0,0.0,3298.0,0,0,0,1,0,0,1,0,0,0,1,0,0
22197,0033800002ZBO6yAAH,0.0,0,0.0,5410.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22198,0033800002ZBO6zAAH,0.0,0,0.0,5828.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22199,0033800002ZBO70AAH,0.0,0,0.0,6237.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22200,0033800002ZBO71AAH,0.0,0,0.0,1463.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22201,0033800002ZBO72AAH,0.0,0,0.0,1461.0,1,0,0,0,0,0,0,0,0,1,0,1,0
22202,0033800002ZBO73AAH,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22203,0033800002ZBO74AAH,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,0,1,1,0,0
22204,0033800002ZBO9VAAX,0.0,0,0.0,7307.0,0,0,0,1,0,1,0,0,0,0,0,1,0
22205,0033800002ZBO9WAAX,0.0,0,0.0,9503.0,0,1,0,0,0,1,0,0,0,0,0,1,0
22206,0033800002ZBO9XAAX,0.0,0,0.0,7307.0,1,0,0,0,0,1,0,0,0,0,0,1,0
22207,0033800002ZBO9YAAX,0.0,70,1140.0,4328.0,0,1,0,0,0,0,0,0,1,0,0,1,0
22209,0033800002ZBO9aAAH,0.0,0,0.0,7305.0,0,1,0,0,0,1,0,0,0,0,0,1,0
22211,0033800002ZBOFFAA5,0.0,0,0.0,8200.0,0,0,0,1,0,0,0,0,0,1,1,0,0
22213,0033800002ZBOQZAA5,0.0,60,798.0,1652.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22214,0033800002ZBOQaAAP,0.0,70,2418.0,4179.0,0,0,0,1,0,0,0,0,0,1,1,0,0
22215,0033800002ZBOQbAAP,0.0,30,2272.0,1461.0,0,1,0,0,0,0,0,0,1,0,0,1,0
22218,0033800002ZBOQeAAP,0.0,0,582.0,2176.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22222,0033800002ZBOQiAAP,0.0,40,910.0,1826.0,0,0,0,1,0,0,0,0,1,0,1,0,0
22224,0033800002ZBOQkAAP,0.0,0,613.0,3215.0,1,0,0,0,0,1,0,0,0,0,1,0,0
22226,0033800002ZBOQmAAP,0.0,60,120.0,1825.0,0,1,0,0,0,0,0,0,0,1,0,1,0
22228,0033800002ZBOQoAAP,0.0,0,508.0,1460.0,1,0,0,0,0,0,0,0,1,0,0,1,1
22229,0033800002ZBObdAAH,0.0,0,0.0,8766.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22238,0033800002ZBPK4AAP,0.0,0,0.0,10852.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22239,0033800002ZBPRoAAP,0.0,0,0.0,1511.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22240,0033800002ZBPSrAAP,0.0,0,0.0,7813.0,0,1,0,0,0,0,1,0,0,0,0,1,1
22241,0033800002ZBPUJAA5,0.0,0,0.0,7414.0,0,0,0,1,0,1,0,0,0,0,0,1,1
22243,0033800002ZBPbjAAH,0.0,0,0.0,8132.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22245,0033800002ZBPhIAAX,0.0,0,337.0,2318.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22249,0033800002ZBPqKAAX,0.0,0,0.0,4411.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22251,0033800002ZBQAKAA5,0.0,0,0.0,7472.0,1,0,0,0,0,1,0,0,0,0,0,1,0
22252,0033800002ZBQAZAA5,0.0,60,1024.0,4659.0,0,0,0,1,0,1,0,0,0,0,0,1,0
22257,0033800002ZBQgGAAX,0.0,70,2046.0,2678.0,0,1,0,0,0,1,0,0,0,0,0,1,0
22259,0033800002ZBQr4AAH,0.0,0,0.0,2788.0,0,1,0,0,0,0,1,0,0,0,1,0,0
22267,0033800002ZBRABAA5,0.0,0,4209.0,1460.0,0,0,0,0,1,0,1,0,0,0,1,0,1
22269,0033800002ZBRLqAAP,0.0,0,0.0,8822.0,0,0,0,0,1,0,0,0,0,1,0,1,0
22273,0033800002ZBRlKAAX,0.0,100,936.0,8608.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22274,0033800002ZBRr8AAH,0.0,0,0.0,8418.0,0,1,0,0,0,0,0,0,1,0,0,1,0
22280,0033800002ZBS8OAAX,0.0,0,0.0,3828.0,0,1,0,0,0,0,0,0,0,1,0,1,0
22284,0033800002ZBSVNAA5,0.0,0,0.0,8421.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22287,0033800002ZBTRBAA5,0.0,0,0.0,5201.0,0,0,0,1,0,1,0,0,0,0,0,1,0
22289,0033800002ZBTqOAAX,0.0,30,6732.0,4068.0,0,0,0,1,0,0,0,0,0,1,1,0,1
22290,0033800002ZBTqPAAX,0.0,0,4495.0,1460.0,0,1,0,0,0,1,0,0,0,0,0,1,0
22292,0033800002ZBTqRAAX,0.0,0,10789.0,2192.0,0,0,0,0,1,0,0,0,0,1,1,0,0
22295,0033800002ZBTrwAAH,0.0,0,0.0,3886.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22298,0033800002ZBU54AAH,0.0,0,0.0,9756.0,0,1,0,0,0,0,1,0,0,0,0,1,1
22299,0033800002ZBUZuAAP,0.0,80,106.0,3090.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22302,0033800002ZBUZxAAP,0.0,0,0.0,7696.0,0,0,0,1,0,0,1,0,0,0,0,1,1
22306,0033800002ZBUa1AAH,0.0,0,0.0,7518.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22307,0033800002ZBUa2AAH,0.0,0,0.0,10986.0,0,0,0,0,1,0,0,0,1,0,0,1,1
22313,0033800002ZBVC8AAP,0.0,0,0.0,3988.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22315,0033800002ZBVKbAAP,0.0,0,0.0,10597.0,0,0,0,0,1,0,1,0,0,0,0,1,1
22316,0033800002ZBValAAH,0.0,0,0.0,7890.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22317,0033800002ZBVcDAAX,0.0,0,0.0,9540.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22320,0033800002ZBVnHAAX,0.0,0,0.0,2065.0,0,0,0,1,0,0,0,0,0,1,1,0,0
22321,0033800002ZBW9IAAX,0.0,0,0.0,7313.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22325,0033800002ZBWKQAA5,0.0,0,0.0,8401.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22326,0033800002ZBWN0AAP,0.0,0,0.0,7770.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22329,0033800002ZBWXyAAP,0.0,0,0.0,9506.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22332,0033800002ZBWoVAAX,0.0,20,1042.0,8273.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22338,0033800002ZBXWsAAP,0.0,0,0.0,6670.0,1,0,0,0,0,1,0,0,0,0,1,0,0
22341,0033800002ZBXvoAAH,0.0,0,3718.0,1341.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22344,0033800002ZBXydAAH,0.0,0,0.0,8655.0,0,0,0,0,1,0,0,0,0,1,0,1,1
22346,0033800002ZBY7VAAX,0.0,60,40.0,5994.0,0,0,0,1,0,0,1,0,0,0,1,0,1
22350,0033800002ZBYvUAAX,0.0,0,0.0,3778.0,0,0,0,1,0,1,0,0,0,0,0,1,0
22353,0033800002ZBZZoAAP,0.0,0,723.0,1614.0,1,0,0,0,0,1,0,0,0,0,0,1,0
22357,0033800002ZBZnJAAX,0.0,0,159.0,9853.0,0,1,0,0,0,0,1,0,0,0,0,1,1
22359,0033800002ZBZu0AAH,0.0,0,0.0,4230.0,1,0,0,0,0,0,1,0,0,0,1,0,0
22361,0033800002ZBZztAAH,0.0,0,0.0,8044.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22363,0033800002ZBa32AAD,0.0,0,0.0,3513.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22368,0033800002ZBajIAAT,0.0,50,2355.0,1096.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22370,0033800002ZBamRAAT,0.0,0,0.0,7353.0,0,1,0,0,0,1,0,0,0,0,0,1,0
22374,0033800002ZBawvAAD,0.0,0,0.0,9503.0,1,0,0,0,0,0,1,0,0,0,0,1,0
22375,0033800002ZBb0sAAD,0.0,0,0.0,898.0,0,0,0,1,0,0,1,0,0,0,1,0,0
22382,0033800002ZBbGWAA1,0.0,0,52.0,5112.0,0,0,0,1,0,0,0,0,0,1,0,1,1
22387,0033800002ZBbGbAAL,0.0,0,3033.0,1461.0,0,0,0,1,0,0,0,0,1,0,0,1,0
22388,0033800002ZBbGcAAL,0.0,0,4097.0,2192.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22389,0033800002ZBbGdAAL,0.0,0,8968.0,5144.0,0,1,0,0,0,0,0,0,0,1,0,1,0
22391,0033800002ZBbGfAAL,0.0,0,3155.0,1461.0,0,1,0,0,0,0,0,0,0,1,0,1,0
22392,0033800002ZBbGgAAL,0.0,40,3553.0,1826.0,0,1,0,0,0,0,0,0,1,0,0,1,0
22393,0033800002ZBbGhAAL,0.0,0,65.0,132.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22395,0033800002ZBbGjAAL,0.0,0,1416.0,3697.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22403,0033800002ZBbGtAAL,0.0,50,2539.0,1420.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22404,0033800002ZBbGuAAL,0.0,0,0.0,8096.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22405,0033800002ZBbI8AAL,0.0,0,196.0,7305.0,0,0,0,0,1,1,0,0,0,0,0,1,0
22406,0033800002ZBbI9AAL,0.0,0,446.0,8401.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22407,0033800002ZBbIAAA1,0.0,0,0.0,4622.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22413,0033800002ZBbm3AAD,0.0,70,1125.0,2387.0,0,1,0,0,0,0,1,0,0,0,1,0,0
22418,0033800002ZBdBYAA1,0.0,0,0.0,2116.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22419,0033800002ZBdFaAAL,0.0,0,0.0,7305.0,0,0,0,1,0,0,0,0,0,1,0,1,0
22426,0033800002ZBdfNAAT,0.0,0,0.0,9408.0,0,0,0,0,1,1,0,0,0,0,0,1,1
22428,0033800002ZBdlBAAT,0.0,0,732.0,1262.0,0,1,0,0,0,0,0,0,0,1,0,1,1
22432,0033800002ZBdqaAAD,0.0,0,0.0,9259.0,0,0,0,0,1,0,1,0,0,0,0,1,0
22434,0033800002ZBdz8AAD,0.0,80,2008.0,10699.0,1,0,0,0,0,1,0,0,0,0,0,1,1
22435,0033800002ZBe2xAAD,0.0,90,876.0,2133.0,0,0,0,1,0,0,1,0,0,0,0,1,0
22437,0033800002ZBe9tAAD,0.0,0,0.0,1565.0,0,1,0,0,0,0,1,0,0,0,0,1,0
22441,0033800002ZBeU3AAL,0.0,0,0.0,7313.0,1,0,0,0,0,1,0,0,0,0,0,1,0
22442,0033800002ZBeeQAAT,0.0,0,3483.0,1544.0,0,0,0,1,0,0,0,0,1,0,0,1,0
